index,I1_D0_Col0_1,I1_D0_Col0_2,I1_D0_Col0_3,I1_D0_Col0_4,I1_D0_Col0_5,I1_D0_mfec_1,I1_D0_mfec_2,I1_D0_mfec_3,I1_D0_mfec_4,I1_D0_mfec_5,I1_D5_Col0_1,I1_D5_Col0_2,I1_D5_Col0_3,I1_D5_Col0_4,I1_D5_Col0_5,I1_D5_mfec_1,I1_D5_mfec_2,I1_D5_mfec_3,I1_D5_mfec_4,I1_D5_mfec_5,I1_D6_Syncom_Col0_1,I1_D6_Syncom_Col0_2,I1_D6_Syncom_Col0_3,I1_D6_Syncom_Col0_4,I1_D6_Syncom_Col0_5,I1_D6_Syncom_fec_1,I1_D6_Syncom_fec_2,I1_D6_Syncom_fec_3,I1_D6_Syncom_fec_4,I1_D6_Syncom_fec_5,I1_D6_Syncom_mfec_1,I1_D6_Syncom_mfec_2,I1_D6_Syncom_mfec_3,I1_D6_Syncom_mfec_4,I1_D6_Syncom_mfec_5,I1_D6_Syncom_min7_1,I1_D6_Syncom_min7_2,I1_D6_Syncom_min7_3,I1_D6_Syncom_min7_4,I1_D6_Syncom_min7_5,I1_NS_D0_Col0_1,I1_NS_D0_Col0_2,I1_NS_D0_Col0_3,I1_NS_D0_Col0_4,I1_NS_D0_Col0_5,I1_NS_D0_mfec_1,I1_NS_D0_mfec_2,I1_NS_D0_mfec_3,I1_NS_D0_mfec_4,I1_NS_D0_mfec_5,I1_NS_D5_Col0_1,I1_NS_D5_Col0_2,I1_NS_D5_Col0_3,I1_NS_D5_Col0_4,I1_NS_D5_Col0_5,I1_NS_D5_mfec_1,I1_NS_D5_mfec_2,I1_NS_D5_mfec_3,I1_NS_D5_mfec_4,I1_NS_D5_mfec_5,I2_D0_Col0_1,I2_D0_Col0_2,I2_D0_Col0_3,I2_D0_Col0_4,I2_D0_Col0_5,I2_D0_mfec_1,I2_D0_mfec_2,I2_D0_mfec_3,I2_D0_mfec_4,I2_D0_mfec_5,I2_D5_Col0_1,I2_D5_Col0_2,I2_D5_Col0_3,I2_D5_Col0_4,I2_D5_Col0_5,I2_D5_mfec_1,I2_D5_mfec_2,I2_D5_mfec_3,I2_D5_mfec_4,I2_D5_mfec_5,I2_D6_Syncom_Col0_1,I2_D6_Syncom_Col0_2,I2_D6_Syncom_Col0_3,I2_D6_Syncom_Col0_4,I2_D6_Syncom_Col0_5,I2_D6_Syncom_fec_1,I2_D6_Syncom_fec_2,I2_D6_Syncom_fec_3,I2_D6_Syncom_fec_4,I2_D6_Syncom_fec_5,I2_D6_Syncom_mfec_1,I2_D6_Syncom_mfec_2,I2_D6_Syncom_mfec_3,I2_D6_Syncom_mfec_4,I2_D6_Syncom_mfec_5,I2_D6_Syncom_min7_1,I2_D6_Syncom_min7_2,I2_D6_Syncom_min7_3,I2_D6_Syncom_min7_4,I2_D6_Syncom_min7_5,I2_NS_D0_Col0_1,I2_NS_D0_Col0_2,I2_NS_D0_Col0_3,I2_NS_D0_Col0_4,I2_NS_D0_Col0_5,I2_NS_D0_mfec_1,I2_NS_D0_mfec_2,I2_NS_D0_mfec_3,I2_NS_D0_mfec_4,I2_NS_D0_mfec_5,I2_NS_D5_Col0_1,I2_NS_D5_Col0_2,I2_NS_D5_Col0_3,I2_NS_D5_Col0_4,I2_NS_D5_Col0_5,I2_NS_D5_mfec_1,I2_NS_D5_mfec_2,I2_NS_D5_mfec_3,I2_NS_D5_mfec_4,I2_NS_D5_mfec_5,I3_D0_Col0_1,I3_D0_Col0_2,I3_D0_Col0_3,I3_D0_Col0_4,I3_D0_Col0_5,I3_D0_mfec_1,I3_D0_mfec_2,I3_D0_mfec_3,I3_D0_mfec_4,I3_D0_mfec_5,I3_D5_Col0_1,I3_D5_Col0_2,I3_D5_Col0_3,I3_D5_Col0_4,I3_D5_Col0_5,I3_D5_mfec_1,I3_D5_mfec_2,I3_D5_mfec_3,I3_D5_mfec_4,I3_D5_mfec_5,I3_D6_Syncom_Col0_1,I3_D6_Syncom_Col0_2,I3_D6_Syncom_Col0_3,I3_D6_Syncom_Col0_4,I3_D6_Syncom_Col0_5,I3_D6_Syncom_fec_1,I3_D6_Syncom_fec_2,I3_D6_Syncom_fec_3,I3_D6_Syncom_fec_4,I3_D6_Syncom_fec_5,I3_D6_Syncom_mfec_1,I3_D6_Syncom_mfec_2,I3_D6_Syncom_mfec_3,I3_D6_Syncom_mfec_4,I3_D6_Syncom_mfec_5,I3_D6_Syncom_min7_1,I3_D6_Syncom_min7_2,I3_D6_Syncom_min7_3,I3_D6_Syncom_min7_4,I3_D6_Syncom_min7_5,I3_NS_D0_Col0_1,I3_NS_D0_Col0_2,I3_NS_D0_Col0_3,I3_NS_D0_Col0_4,I3_NS_D0_Col0_5,I3_NS_D0_mfec_1,I3_NS_D0_mfec_2,I3_NS_D0_mfec_3,I3_NS_D0_mfec_4,I3_NS_D0_mfec_5,I3_NS_D5_Col0_1,I3_NS_D5_Col0_2,I3_NS_D5_Col0_3,I3_NS_D5_Col0_4,I3_NS_D5_Col0_5,I3_NS_D5_mfec_1,I3_NS_D5_mfec_2,I3_NS_D5_mfec_3,I3_NS_D5_mfec_4,I3_NS_D5_mfec_5,I4_D6_Syncom_Col0_1,I4_D6_Syncom_Col0_2,I4_D6_Syncom_Col0_3,I4_D6_Syncom_Col0_4,I4_D6_Syncom_Col0_5,I4_D6_Syncom_fec_1,I4_D6_Syncom_fec_2,I4_D6_Syncom_fec_3,I4_D6_Syncom_fec_4,I4_D6_Syncom_fec_5,I4_D6_Syncom_mfec_1,I4_D6_Syncom_mfec_2,I4_D6_Syncom_mfec_3,I4_D6_Syncom_mfec_4,I4_D6_Syncom_mfec_5,I4_D6_Syncom_min7_1,I4_D6_Syncom_min7_2,I4_D6_Syncom_min7_3,I4_D6_Syncom_min7_4,I4_D6_Syncom_min7_5,I4_NS_D0_Col0_1,I4_NS_D0_Col0_2,I4_NS_D0_Col0_3,I4_NS_D0_Col0_4,I4_NS_D0_Col0_5,I4_NS_D0_mfec_1,I4_NS_D0_mfec_2,I4_NS_D0_mfec_3,I4_NS_D0_mfec_4,I4_NS_D0_mfec_5,I4_NS_D5_Col0_1,I4_NS_D5_Col0_2,I4_NS_D5_Col0_3,I4_NS_D5_Col0_4,I4_NS_D5_Col0_5,I4_NS_D5_mfec_1,I4_NS_D5_mfec_2,I4_NS_D5_mfec_3,I4_NS_D5_mfec_4,I4_NS_D5_mfec_5,I5_D0_Col0_1,I5_D0_Col0_2,I5_D0_Col0_3,I5_D0_Col0_4,I5_D0_Col0_5,I5_D0_mfec_1,I5_D0_mfec_2,I5_D0_mfec_3,I5_D0_mfec_4,I5_D0_mfec_5,I5_D5_Col0_1,I5_D5_Col0_2,I5_D5_Col0_3,I5_D5_Col0_4,I5_D5_Col0_5,I5_D5_mfec_1,I5_D5_mfec_2,I5_D5_mfec_3,I5_D5_mfec_4,I5_D5_mfec_5,I5_D6_Syncom_Col0_1,I5_D6_Syncom_Col0_2,I5_D6_Syncom_Col0_3,I5_D6_Syncom_Col0_4,I5_D6_Syncom_Col0_5,I5_D6_Syncom_fec_1,I5_D6_Syncom_fec_2,I5_D6_Syncom_fec_3,I5_D6_Syncom_fec_4,I5_D6_Syncom_fec_5,I5_D6_Syncom_mfec_1,I5_D6_Syncom_mfec_2,I5_D6_Syncom_mfec_3,I5_D6_Syncom_mfec_4,I5_D6_Syncom_mfec_5,I5_D6_Syncom_min7_1,I5_D6_Syncom_min7_2,I5_D6_Syncom_min7_3,I5_D6_Syncom_min7_4,I5_D6_Syncom_min7_5
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter,0,0,0,0,0,0,0,0,0,0,0,0,0.00032144,0,0,0,0,0,0,0,0,0,0,0,0,0.000185471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001593625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004168114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235152,0,0.000221073,0.000522159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011479,7.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,0,0,0,0.002635382,0,0,0,0,0,0,0,0,0.00064288,0,0,0,0,0,0,0,0.014202367,0.03379638,0.016095299,0.022730285,0.013473931,0.026213292,0.003203373,0.007336696,0.025758719,0.092359878,0.002435482,0.080732319,0.001620424,0.000266976,0.001415934,0.008847497,0.124056449,0.01504807,0.015938069,0.008304498,0,0,0,0,0.017604074,0,0,0,0,0,0,0,0,0,2.12E-05,0.000103205,4.54E-05,2.17E-05,4.72E-05,3.42E-05,0,0,0,0,0,0.009155646,0.006389776,0,0,0,0.012575687,0.013641133,0.009810632,0.009451525,0.009404006,5.25E-05,9.83E-05,0.000241012,0.013618525,1.10E-05,0.034753526,0.108234769,0.015111843,0.003688021,0.01393062,0.004404424,0.006917369,0.002435897,0.03014763,0.005465078,0.002086039,0,0.003594967,0,0,0.008829775,0.011204482,0.006962955,0.007067138,0.002014582,0,0.099337748,0,0,0,0.004470821,0,0,0,0.004928965,0.003381251,0.018868415,0.003664204,0.005764272,0.0079429,0.003625688,0.003982486,0.005032872,0.005275719,0.005364993,0,0,0,0,0,0,0.036208032,0.000924642,0,0.017699115,0,0,0,0,0.001007194,0,0,0,0,0.00013054,0.00777556,0.01663113,0.008945386,0.007953118,0.002101173,0,0.004421017,0.004396034,0.008860759,0.044144067,0,0.000165827,0.000804908,0.00026347,4.40E-05,0.002010724,0.008803391,0,0.010078387,0.007640879,0.003841229,0.008551881,0.023255814,0,0,0.01973001,0,0.016949153,0.006113092,0,0.012583742,0.00305682,0.020836999,0.00705687,0.009189806,0.006363695,0.006641669,0.003848566,0.015228815,0.022830993,0.0565349,0.013772719,0.062831337,0.147089057,0.017303893,0.064531226,0.136949737,0.075264253,0.135936506,0.12014646,0.000291438,0.000968234,0.000128909,0.001229275,0.006595156,0.110733394,0.102086505,0.047324083,0.085040348,0.067544406,0.002388535,0,0,0,0.003537736,0,0.004081633,0,0,0,0.000334521,0.001596293,0.002375897,0.001007024,0.000651547,0.001306868,0.002543774,0.001894377,0.000803576,0.001021301,0.006570302,0.007889546,0,0,0,0,0,0,0,0,0.009213251,0.007021063,0.008444962,0.000875044,0.003438001,0.002400753,0.001649546,0,0.000810051,0.000146083,0.01638385,0.005581862,0.015243902,0.008982036,0.014348097,0.099239496,0.08764829,0.012923334,0.020817764,0.01540934,0.000922363,0,0.000332328,0,0,0.009393681,0.021625796,0.040679388,0.02836444,0.035770814
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales,0,0,0,0.002635382,0,0,0,0,0,0,0,0,0.00064288,0,0,0,0,0,0,0,0.014202367,0.03379638,0.016095299,0.022730285,0.013473931,0.026213292,0.003203373,0.007336696,0.025758719,0.092359878,0.002435482,0.080732319,0.001620424,0.000266976,0.001415934,0.008847497,0.124056449,0.01504807,0.015938069,0.008304498,0,0,0,0,0.017604074,0,0,0,0,0,0,0,0,0,2.12E-05,0.000103205,4.54E-05,2.17E-05,4.72E-05,3.42E-05,0,0,0,0,0,0.009155646,0.006389776,0,0,0,0.012575687,0.013641133,0.009810632,0.009451525,0.009404006,5.25E-05,9.83E-05,0.000241012,0.013618525,1.10E-05,0.034753526,0.108234769,0.015111843,0.003688021,0.01393062,0.004404424,0.006917369,0.002435897,0.03014763,0.005465078,0.002086039,0,0.003594967,0,0,0.008829775,0.011204482,0.006962955,0.007067138,0.002014582,0,0.099337748,0,0,0,0.004470821,0,0,0,0.004928965,0.003381251,0.018868415,0.003664204,0.005764272,0.0079429,0.003625688,0.003982486,0.005032872,0.005275719,0.005364993,0,0,0,0,0,0,0.036208032,0.000924642,0,0.017699115,0,0,0,0,0.001007194,0,0,0,0,0.00013054,0.00777556,0.01663113,0.008945386,0.007953118,0.002101173,0,0.004421017,0.004396034,0.008860759,0.044144067,0,0.000165827,0.000804908,0.00026347,4.40E-05,0.002010724,0.008803391,0,0.010078387,0.007640879,0.003841229,0.008551881,0.023255814,0,0,0.01973001,0,0.016949153,0.006113092,0,0.012583742,0.00305682,0.020836999,0.00705687,0.009189806,0.006363695,0.006641669,0.003848566,0.015228815,0.022830993,0.0565349,0.013772719,0.062831337,0.147089057,0.017303893,0.064531226,0.136949737,0.075264253,0.135936506,0.12014646,0.000291438,0.000968234,0.000128909,0.001229275,0.006595156,0.110733394,0.102086505,0.047324083,0.085040348,0.067544406,0.002388535,0,0,0,0.003537736,0,0.004081633,0,0,0,0.000334521,0.001596293,0.002375897,0.001007024,0.000651547,0.001306868,0.002543774,0.001894377,0.000803576,0.001021301,0.006570302,0.007889546,0,0,0,0,0,0,0,0,0.009213251,0.007021063,0.008444962,0.000875044,0.003438001,0.002400753,0.001649546,0,0.000810051,0.000146083,0.01638385,0.005581862,0.015243902,0.008982036,0.014348097,0.099239496,0.08764829,0.012923334,0.020817764,0.01540934,0.000922363,0,0.000332328,0,0,0.009393681,0.021625796,0.040679388,0.02836444,0.035770814
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae],0,0,0,0,0,0,0,0,0,0,0,0,0.00064288,0,0,0,0,0,0,0,0.014202367,0.03379638,0.016095299,0.022730285,0.013473931,0.026213292,0.003203373,0.007336696,0.025758719,0.092359878,0.002435482,0.080732319,0.001620424,0.000266976,0.001415934,0.008847497,0.124056449,0.01504807,0.015938069,0.008304498,0,0,0,0,0.017604074,0,0,0,0,0,0,0,0,0,0,7.10E-05,0,0,2.70E-05,0,0,0,0,0,0,0.009155646,0.006389776,0,0,0,0.012575687,0.013641133,0.007757244,0.009451525,0.009404006,5.25E-05,9.83E-05,0.000241012,0.013618525,1.10E-05,0.034753526,0.108234769,0.015111843,0.003688021,0.01393062,0.003425663,0.003898881,0.002435897,0.03014763,0.005465078,0.002086039,0,0.003594967,0,0,0.008829775,0.011204482,0.006745363,0.007067138,0.002014582,0,0.039735099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036208032,0.000924642,0,0.017699115,0,0,0,0,0.001007194,0,0,0,0,0,0.00777556,0.01663113,0.008945386,0.007953118,0.002101173,0,0.004421017,0.004396034,0.008860759,0.044144067,0,0.000165827,0.000804908,0.00026347,4.40E-05,0.002010724,0.008803391,0,0.010078387,0.007640879,0.003841229,0.008551881,0.023255814,0,0,0.01973001,0,0.016949153,0.006113092,0,0.012556116,0.00305682,0.020836999,0.006953093,0.009189806,0.006363695,0.006604907,0.003848566,0.015190552,0.022830993,0.0565349,0.013772719,0.062831337,0.147089057,0.017303893,0.064531226,0.136949737,0.075264253,0.135936506,0.12014646,0.000291438,0.000968234,0.000128909,0.001229275,0.006595156,0.110733394,0.102086505,0.047324083,0.085040348,0.067544406,0.002388535,0,0,0,0,0,0.004081633,0,0,0,0.000334521,0.001440902,0.002108608,0.000907565,0.000526783,0.001212167,0.002511977,0.001767315,0.000803576,0.001021301,0.006570302,0.007889546,0,0,0,0,0,0,0,0,0.007971014,0.006161341,0.008444962,0.000875044,0.003438001,0.002400753,0.001649546,0,0.000810051,0.000146083,0.01638385,0.005581862,0.015243902,0.008982036,0.014348097,0.099239496,0.08764829,0.012923334,0.020817764,0.01540934,0.000922363,0,0.000332328,0,0,0.009393681,0.021625796,0.040679388,0.02836444,0.035770814
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Bergeyella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008849558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0.00064288,0,0,0,0,0,0,0,0.014202367,0.032894341,0.016095299,0.022730285,0.013181019,0.026213292,0.003203373,0.007336696,0.025549128,0.092359878,0.002303438,0.080645859,0.001620424,0.000202534,0.00130316,0.008614668,0.123400066,0.01504807,0.015938069,0.00771132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10E-05,0,0,2.70E-05,0,0,0,0,0,0,0,0,0,0,0,0.012575687,0.013641133,0.007757244,0.009236718,0.009404006,5.25E-05,9.83E-05,0.000206581,0.013596163,1.10E-05,0.032136106,0.103548315,0.014513354,0.003688021,0.01393062,0.003425663,0.003898881,0.002435897,0.03014763,0.005465078,0.001908923,0,0.002895946,0,0,0.008829775,0.011204482,0.005983789,0.007067138,0.002014582,0,0.039735099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001007194,0,0,0,0,0,0.00777556,0.014925373,0.008945386,0.007953118,0.001863305,0,0.004421017,0.004396034,0.008860759,0.044144067,0,0.000120602,0.000804908,0.00026347,4.40E-05,0.002010724,0.007825236,0,0.006718925,0.007640879,0.003841229,0.008551881,0.023255814,0,0,0.01973001,0,0.016949153,0.005094244,0,0.012210788,0.002989637,0.020698756,0.006766293,0.008948546,0.006097393,0.006470112,0.003720281,0.015126779,0.022408197,0.056089744,0.013772719,0.061980496,0.145874217,0.017303893,0.06416723,0.136949737,0.075264253,0.135599566,0.120064486,0.000291438,0.000968234,7.37E-05,0.001229275,0.006595156,0.110733394,0.100832811,0.047324083,0.084667908,0.066843253,0.002388535,0,0,0,0,0,0.004081633,0,0,0,0.000334521,0.001342016,0.00206406,0.000870268,0.000526783,0.001174287,0.002416585,0.001582498,0.000803576,0.000875401,0.006570302,0,0,0,0,0,0,0,0,0,0.007556936,0.006161341,0.008444962,0.000875044,0.003438001,0.002400753,0.001649546,0,0.000810051,0.000146083,0.01638385,0.005581862,0.015243902,0.008982036,0.014348097,0.099052487,0.085601303,0.012733285,0.020817764,0.014889393,0.000874654,0,0.000332328,0,0,0.009168951,0.021625796,0.040679388,0.02836444,0.035770814
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017604074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009155646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036208032,0.000924642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007889546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Elizabethkingia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209591,0,0,8.65E-05,0,0,0.000112773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44E-05,2.24E-05,0,0,0.000892658,0.000149622,0,0,0,0,0,0,0,0.000177117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138131,6.72E-05,0.000138243,0,0.000197394,0.000119377,0,0.000128286,6.38E-05,0.000385491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187009,0.002046988,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006389776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12E-05,3.23E-05,4.54E-05,2.17E-05,2.02E-05,3.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000553907,0,0,0,0.000386585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76E-05,0,0,0.000103778,0,0,3.68E-05,0,3.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155391,0.000267288,9.95E-05,0.000124764,9.47E-05,3.18E-05,0.000127062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
